Month,Date,Selected_Tickers,Holdings_Count,Total_Liquidated,Stocks_Affected
Jul 2014,2014-07-31,6,6,0.0,0
Aug 2014,2014-08-28,6,9,0.0,0
Sep 2014,2014-09-30,6,10,416.1,3
Oct 2014,2014-10-31,6,11,235.32,1
Nov 2014,2014-11-28,6,13,0.0,0
Dec 2014,2014-12-31,6,13,0.0,0
Jan 2015,2015-01-30,6,14,0.0,0
Feb 2015,2015-02-27,6,14,0.0,0
Mar 2015,2015-03-31,6,16,0.0,0
Apr 2015,2015-04-30,6,17,163.73,1
May 2015,2015-05-29,6,15,995.65,6
Jun 2015,2015-06-30,6,16,295.89,1
Jul 2015,2015-07-31,6,20,571.95,3
Aug 2015,2015-08-31,6,21,866.08,4
Sep 2015,2015-09-30,6,21,1117.38,4
Oct 2015,2015-10-30,6,19,1098.41,4
Nov 2015,2015-11-30,6,20,962.82,5
Dec 2015,2015-12-31,6,20,231.16,1
Jan 2016,2016-01-29,6,20,829.51,6
Feb 2016,2016-02-29,6,19,2342.62,12
Mar 2016,2016-03-31,6,19,576.63,2
Apr 2016,2016-04-29,6,19,263.26,2
May 2016,2016-05-31,6,15,1595.27,5
Jun 2016,2016-06-30,6,15,0.0,0
Jul 2016,2016-07-29,6,14,440.21,3
Aug 2016,2016-08-31,6,16,274.0,1
Sep 2016,2016-09-30,6,16,0.0,0
Oct 2016,2016-10-28,6,16,189.38,1
Nov 2016,2016-11-30,6,16,14906.09,37
Dec 2016,2016-12-30,6,13,9911.46,5
Jan 2017,2017-01-31,6,13,0.0,0
Feb 2017,2017-02-28,6,13,0.0,0
Mar 2017,2017-03-31,6,13,0.0,0
Apr 2017,2017-04-28,6,13,0.0,0
May 2017,2017-05-31,6,15,3336.03,11
Jun 2017,2017-06-30,6,15,1046.17,2
Jul 2017,2017-07-31,6,14,8256.96,25
Aug 2017,2017-08-31,6,16,72.67,1
Sep 2017,2017-09-29,6,16,0.0,0
Oct 2017,2017-10-31,6,18,2834.74,12
Nov 2017,2017-11-30,6,20,50.29,1
Dec 2017,2017-12-29,6,18,13816.34,4
Jan 2018,2018-01-31,6,17,2260.91,3
Feb 2018,2018-02-28,6,17,0.0,0
Mar 2018,2018-03-28,6,17,0.0,0
Apr 2018,2018-04-30,6,16,15253.46,11
May 2018,2018-05-31,6,15,5457.43,6
Jun 2018,2018-06-29,6,14,5987.76,7
Jul 2018,2018-07-31,6,14,8265.89,8
Aug 2018,2018-08-31,6,15,2443.09,3
Sep 2018,2018-09-28,6,15,0.0,0
Oct 2018,2018-10-31,6,17,667.92,1
Nov 2018,2018-11-30,6,17,2992.37,3
Dec 2018,2018-12-31,6,17,473.49,1
Jan 2019,2019-01-31,6,17,577.49,2
Feb 2019,2019-02-28,6,17,0.0,0
Mar 2019,2019-03-29,6,17,0.0,0
Apr 2019,2019-04-30,6,19,884.56,3
May 2019,2019-05-31,6,21,125.11,1
Jun 2019,2019-06-28,6,21,4339.51,7
Jul 2019,2019-07-31,6,19,9059.18,8
Aug 2019,2019-08-30,6,19,3756.34,4
Sep 2019,2019-09-30,6,18,1626.89,2
Oct 2019,2019-10-31,6,18,1819.28,3
Nov 2019,2019-11-29,6,18,1942.6,4
Dec 2019,2019-12-31,6,18,11939.32,17
Jan 2020,2020-01-31,6,19,1057.48,3
Feb 2020,2020-02-28,6,18,2148.8,2
Mar 2020,2020-03-31,6,15,4891.82,9
Apr 2020,2020-04-30,6,17,425.25,2
May 2020,2020-05-29,6,16,3211.3,8
Jun 2020,2020-06-30,6,17,893.9,2
Jul 2020,2020-07-30,6,17,7199.19,13
Aug 2020,2020-08-31,6,19,778.2,1
Sep 2020,2020-09-30,6,20,3095.81,6
Oct 2020,2020-10-30,6,21,635.95,2
Nov 2020,2020-11-27,6,20,493.38,2
Dec 2020,2020-12-31,6,20,0.0,0
Jan 2021,2021-01-29,6,20,0.0,0
Feb 2021,2021-02-26,6,22,539.85,1
Mar 2021,2021-03-31,6,22,0.0,0
Apr 2021,2021-04-30,6,25,388.61,3
May 2021,2021-05-31,6,24,1910.55,2
Jun 2021,2021-06-30,6,24,655.38,2
Jul 2021,2021-07-30,6,25,10165.09,4
Aug 2021,2021-08-31,6,24,1678.68,4
Sep 2021,2021-09-30,6,23,4038.73,4
Oct 2021,2021-10-29,6,25,23043.07,13
Nov 2021,2021-11-30,6,24,344.25,2
Dec 2021,2021-12-31,6,24,0.0,0
Jan 2022,2022-01-31,6,23,306.26,1
Feb 2022,2022-02-28,6,22,308.28,2
Mar 2022,2022-03-31,6,23,10936.56,15
Apr 2022,2022-04-29,6,22,2369.6,6
May 2022,2022-05-31,6,23,1829.04,4
Jun 2022,2022-06-30,6,23,2248.75,3
Jul 2022,2022-07-29,6,21,13448.21,21
Aug 2022,2022-08-30,6,20,651.25,2
Sep 2022,2022-09-30,6,19,22546.15,29
Oct 2022,2022-10-31,6,20,3695.51,1
Nov 2022,2022-11-30,6,20,0.0,0
Dec 2022,2022-12-30,6,20,0.0,0
Jan 2023,2023-01-31,6,21,9935.23,6
Feb 2023,2023-02-28,6,23,9134.73,6
Mar 2023,2023-03-31,6,23,7941.81,4
Apr 2023,2023-04-28,6,27,600.77,1
May 2023,2023-05-31,6,27,7193.43,10
Jun 2023,2023-06-30,6,28,1805.97,3
Jul 2023,2023-07-31,6,30,16921.18,6
Aug 2023,2023-08-31,6,30,684.37,3
Sep 2023,2023-09-29,6,30,12394.21,2
Oct 2023,2023-10-31,6,28,21209.32,21
Nov 2023,2023-11-30,6,27,17519.17,7
Dec 2023,2023-12-29,6,27,0.0,0
Jan 2024,2024-01-31,6,28,8761.69,3
Feb 2024,2024-02-29,6,28,8900.76,2
Mar 2024,2024-03-28,6,27,13901.34,5
Apr 2024,2024-04-30,6,28,570.14,3
May 2024,2024-05-31,6,28,7894.69,4
Jun 2024,2024-06-28,6,27,2690.34,4
Jul 2024,2024-07-31,6,25,30021.1,20
Aug 2024,2024-08-30,6,26,5231.51,3
Sep 2024,2024-09-30,6,25,10334.42,4
Oct 2024,2024-10-31,6,26,15599.47,3
Nov 2024,2024-11-29,6,27,16701.88,4
Dec 2024,2024-12-31,6,28,1510.51,1
Jan 2025,2025-01-31,6,25,18420.6,13
Feb 2025,2025-02-28,6,26,28769.4,13
Mar 2025,2025-03-31,6,23,31571.89,18
Apr 2025,2025-04-30,6,22,25811.27,12
May 2025,2025-05-30,6,24,10705.55,4
Jun 2025,2025-06-30,6,23,5393.04,2
Jul 2025,2025-07-31,6,15,43306.41,19
Aug 2025,2025-08-29,6,17,8655.89,2
Sep 2025,2025-09-30,6,17,0.0,0
